trailing_12m,next_month_ret,quintile,date,ticker
-0.10282260236261975,-0.021060417625322736,3,2020-09-01,UKRE.L
-0.2333478038460184,0.12422712300787087,1,2020-10-01,ISF.L
-0.12528948631471237,0.12362273196482687,3,2020-10-01,VMID.L
-0.20464853710752262,0.1292129069571597,2,2020-10-01,VUKG.L
-0.2056485709453746,0.1241217798594847,2,2020-10-01,CUKX.L
-0.25783891844873175,0.1296854907430609,1,2020-10-01,XUKX.L
-0.31548093584151915,0.1704939777114003,1,2020-10-01,IUKD.L
-0.20363334407073275,0.12393523799554673,2,2020-10-01,VUKE.L
0.16614748963850468,-0.11843602370173167,3,2020-10-01,XUKS.L
-0.14373814640689742,0.0572543142069446,3,2020-10-01,UKRE.L
-0.15217225550618296,0.02928325405677712,1,2020-11-01,ISF.L
-0.05453324611904775,0.059831988007096104,3,2020-11-01,VMID.L
-0.11886224736627538,0.030568077660195092,2,2020-11-01,VUKG.L
-0.12226747568780649,0.034848484848484906,2,2020-11-01,CUKX.L
-0.17576411969483496,0.029957646931174864,1,2020-11-01,XUKX.L
-0.2217018391874932,0.05787136296939277,1,2020-11-01,IUKD.L
-0.12177682327732964,0.030500098702975098,2,2020-11-01,VUKE.L
0.04612887786037456,-0.03126611753910902,3,2020-11-01,XUKS.L
-0.10639092879538603,0.014489751016608432,3,2020-11-01,UKRE.L
-0.1448168587730787,-0.009692762311341308,1,2020-12-01,ISF.L
-0.04705518842003342,-0.009958264022742691,3,2020-12-01,VMID.L
-0.11567631075361262,-0.010762112539523638,2,2020-12-01,VUKG.L
-0.11277096695623934,-0.011346998535871178,3,2020-12-01,CUKX.L
-0.17303156724391222,-0.009924519188294068,1,2020-12-01,XUKX.L
-0.21413960010880317,-7.567699695509855e-05,1,2020-12-01,IUKD.L
-0.1137013768713504,-0.004802979186494194,2,2020-12-01,VUKE.L
0.04216653424534034,0.007120565375571486,3,2020-12-01,XUKS.L
-0.11738776531258044,-0.007981697093031093,2,2020-12-01,UKRE.L
